Service,Resource Type,Operation Name,Activity Type,Description,Origin,IsDataAction
Microsoft Network,Application Gateway,Get Application Gateway,Microsoft.Network/applicationGateways/read,Gets an application gateway,,False
Microsoft Network,Application Gateway,Get Effective Route Table of an Application Gateway,Microsoft.Network/applicationGateways/effectiveRouteTable/action,Get Route Table configured On Application Gateway,system,False
Microsoft Network,Application Gateway,Get Effective Security Groups of an Application Gateway,Microsoft.Network/applicationGateways/effectiveNetworkSecurityGroups/action,Get Route Table configured On Application Gateway,system,False
Microsoft Network,Application Gateway,Prepare application gateway migration,Microsoft.Network/applicationGateways/prepareMigration/action,Prepare application gateway migration,,False
Microsoft Network,Application Gateway,Restart an application gateway,Microsoft.Network/applicationGateways/restart/action,Restarts an application gateway,,False
Microsoft Network,Application Gateway,Set Application Gateway SecurityCenter Configuration,Microsoft.Network/applicationGateways/setSecurityCenterConfiguration/action,Sets Application Gateway Security Center Configuration,system,False
Microsoft Network,Application Gateway,Start an application gateway,Microsoft.Network/applicationGateways/start/action,Starts an application gateway,,False
Microsoft Network,Application Gateway,Stop an application gateway,Microsoft.Network/applicationGateways/stop/action,Stops an application gateway,,False
Microsoft Network,Application Gateway Backend Address Pool,Join Application Gateway Backend Address Pool,Microsoft.Network/applicationGateways/backendAddressPools/join/action,Joins an application gateway backend address pool. Not Alertable.,,False
Microsoft Network,Application Gateway Backend Health,Get an application gateway backend health,Microsoft.Network/applicationGateways/backendhealth/action,Gets an application gateway backend health,,False
Microsoft Network,Application Gateway Backend Health On Demand,Get an application gateway backend health on demand,Microsoft.Network/applicationGateways/getBackendHealthOnDemand/action,Gets an application gateway backend health on demand for given http setting and backend pool,,False
Microsoft Network,Application Gateway Listener Certificate Metadata,Get an application gateway listener certificate metadata,Microsoft.Network/applicationGateways/getListenerCertificateMetadata/action,Gets an application gateway listener certificate metadata,,False
Microsoft Network,Application Gateway Migrate,Get Migration Status,Microsoft.Network/applicationGateways/getMigrationStatus/action,Get Status Of Migrate Application Gateway From V1 sku To V2 sku,,False
Microsoft Network,Application Gateway Migrate,Migrate Application Gateway V1 To V2,Microsoft.Network/applicationGateways/migrateV1ToV2/action,Migrate Application Gateway from v1 sku to v2 sku,,False
Microsoft Network,Application Gateway Private Endpoint Connection,Delete Application Gateway PrivateEndpoint Connection,Microsoft.Network/applicationGateways/privateEndpointConnections/delete,Deletes Application Gateway PrivateEndpoint Connection,,False
Microsoft Network,Application Gateway Private Endpoint Connection,Get Application Gateway Private Endpoint Connections,Microsoft.Network/applicationGateways/privateEndpointConnections/read,Gets Application Gateway PrivateEndpoint Connections,,False
Microsoft Network,Application Gateway Private Endpoint Connection,Update Application Gateway PrivateEndpoint Connection,Microsoft.Network/applicationGateways/privateEndpointConnections/write,Updates Application Gateway PrivateEndpoint Connection,,False
Microsoft Network,Application Gateway Private Link Configuration,Get Application Gateway Private Link Configurations,Microsoft.Network/applicationGateways/privateLinkConfigurations/read,Gets Application Gateway Private Link Configurations,,False
Microsoft Network,Application Gateway Private Link Resource,Get Application Gateway Private Link Resources,Microsoft.Network/applicationGateways/privateLinkResources/read,Gets ApplicationGateway PrivateLink Resources,,False
Microsoft Network,Application Gateway Private Link Resource,Resolve privateLinkServiceId for application gateway private link resource,Microsoft.Network/applicationGateways/resolvePrivateLinkServiceId/action,Resolves privateLinkServiceId for application gateway private link resource,system,False
Microsoft Network,Application Gateway Ssl Predefined Policy,Application Gateway Ssl Predefined Policy,Microsoft.Network/applicationGatewayAvailableSslOptions/predefinedPolicies/read,Application Gateway Ssl Predefined Policy,,False
Microsoft Network,Application Gateway WAF Policy,Attaches Web application firewall policy to application gateway for containers,Microsoft.Network/ApplicationGatewayWebApplicationFirewallPolicies/attachWafPolicyToAgc/action,Attaches Web application firewall policy to application gateway for containers,system,False
Microsoft Network,Application Gateway WAF Policy,Create or Update Application Gateway WAF Policy,Microsoft.Network/ApplicationGatewayWebApplicationFirewallPolicies/write,Creates an Application Gateway WAF policy or updates an Application Gateway WAF policy,,False
Microsoft Network,Application Gateway WAF Policy,Delete Application Gateway WAF Policy,Microsoft.Network/ApplicationGatewayWebApplicationFirewallPolicies/delete,Deletes an Application Gateway WAF policy,,False
Microsoft Network,Application Gateway WAF Policy,Detaches Web application firewall policy from application gateway for containers,Microsoft.Network/ApplicationGatewayWebApplicationFirewallPolicies/detachWafPolicyFromAgc/action,Detaches Web application firewall policy from application gateway for containers,system,False
Microsoft Network,Application Gateway WAF Policy,Get Application Gateway WAF Policy,Microsoft.Network/ApplicationGatewayWebApplicationFirewallPolicies/read,Gets an Application Gateway WAF policy,,False
Microsoft Network,Application Gateway WAF Policy,Join Application Gateway Web Application Firewall Policy,Microsoft.Network/ApplicationGatewayWebApplicationFirewallPolicies/join/action,Join Application Gateway Web Application Firewall Policy. Not alertable,,False
Microsoft Network,Application Gateway available Request Header,Get Application Gateway available Request Headers,Microsoft.Network/applicationGatewayAvailableRequestHeaders/read,Get Application Gateway available Request Headers,,False
Microsoft Network,Application Gateway available Response Headers,Get Application Gateway available Response Header,Microsoft.Network/applicationGatewayAvailableResponseHeaders/read,Get Application Gateway available Response Header,,False
Microsoft Network,Application Gateway available Server Variables,Get Application Gateway available Server Variables,Microsoft.Network/applicationGatewayAvailableServerVariables/read,Get Application Gateway available Server Variables,,False
Microsoft Network,Application Gateway available Ssl Options,Application Gateway available Ssl Options,Microsoft.Network/applicationGatewayAvailableSslOptions/read,Application Gateway available Ssl Options,,False
Microsoft Network,Application Gateway available Waf Rule Set,Get Application Gateway Available Waf Rule Sets,Microsoft.Network/applicationGatewayAvailableWafRuleSets/read,Gets Application Gateway Available Waf Rule Sets,,False
Microsoft Network,Application Gateway metric definition,Read Application Gateway metric definitions,Microsoft.Network/applicationGateways/providers/Microsoft.Insights/metricDefinitions/read,Gets the available metrics for Application Gateway,system,False
Microsoft Network,Application Security Group,Creates An Application Security Group Or Updates An Existing Application Security Group,Microsoft.Network/applicationSecurityGroups/write,"Creates an Application Security Group, or updates an existing Application Security Group.",,False
Microsoft Network,Application Security Group,Deletes An Application Security Group,Microsoft.Network/applicationSecurityGroups/delete,Deletes an Application Security Group,,False
Microsoft Network,Application Security Group,Gets An Application Security Group,Microsoft.Network/applicationSecurityGroups/read,Gets an Application Security Group ID.,,False
Microsoft Network,Application Security Group,Join IpConfiguration To Application Security Groups.,Microsoft.Network/applicationSecurityGroups/joinIpConfiguration/action,Joins an IP Configuration to Application Security Groups. Not alertable.,,False
Microsoft Network,Application Security Group,Joins SecurityRule To Application Security Groups.,Microsoft.Network/applicationSecurityGroups/joinNetworkSecurityRule/action,Joins a Security Rule to Application Security Groups. Not alertable.,,False
Microsoft Network,Application Security Group,List IP Configurations with ApplicationSecurityGroup,Microsoft.Network/applicationSecurityGroups/listIpConfigurations/action,Lists IP Configurations in the ApplicationSecurityGroup,,False
Microsoft Network,ApplicationGateway Log Definitions,Gets the logs for Application Gateway,Microsoft.Network/applicationGateways/providers/Microsoft.Insights/logDefinitions/read,Gets the events for Application Gateway,system,False
Microsoft Network,Auto Approved Private Link Service.,Get Auto Approved Private Link Services,Microsoft.Network/locations/autoApprovedPrivateLinkServices/read,Gets Auto Approved Private Link Services,,False
Microsoft Network,Available Operations,Get Available Operations,Microsoft.Network/operations/read,Get Available Operations,,False
Microsoft Network,Available Private Endpoint resources,Get available Private Endpoint resources,Microsoft.Network/locations/availablePrivateEndpointTypes/read,Gets available Private Endpoint resources,,False
Microsoft Network,Available Service Aliases,Get Available Service Aliases,Microsoft.Network/locations/availableServiceAliases/read,Gets Available Service Aliases,,False
Microsoft Network,Azure Firewall,Create or update diagnostic settings of Azure Firewalls,Microsoft.Network/azureFirewalls/providers/Microsoft.Insights/DiagnosticSettings/Write,Create or update the diagnostic settings of Azure Firewalls,system,False
Microsoft Network,Azure Firewall,Creates or updates an Azure Firewall,Microsoft.Network/azurefirewalls/write,Creates or updates an Azure Firewall,,False
Microsoft Network,Azure Firewall,Delete Azure Firewall,Microsoft.Network/azurefirewalls/delete,Delete Azure Firewall,,False
Microsoft Network,Azure Firewall,Get Azure Firewall,Microsoft.Network/azurefirewalls/read,Get Azure Firewall,,False
Microsoft Network,Azure Firewall,Get diagnostic settings of Azure Firewalls,Microsoft.Network/azureFirewalls/providers/Microsoft.Insights/DiagnosticSettings/Read,Get the diagnostic settings of Azure Firewalls,system,False
Microsoft Network,Azure Firewall Applicatiion Rule Collection,CreateOrUpdate Azure Firewall ApplicationRuleCollection,Microsoft.Network/azureFirewalls/applicationRuleCollections/write,CreatesOrUpdates Azure Firewall ApplicationRuleCollection,,False
Microsoft Network,Azure Firewall Applicatiion Rule Collection,Delete Azure Firewall ApplicationRuleCollection,Microsoft.Network/azureFirewalls/applicationRuleCollections/delete,Deletes Azure Firewall ApplicationRuleCollection,,False
Microsoft Network,Azure Firewall Applicatiion Rule Collection,Get Azure Firewall FQDN Tags,Microsoft.Network/azureFirewalls/applicationRuleCollections/read,Gets Azure Firewall ApplicationRuleCollection,,False
Microsoft Network,Azure Firewall FQDN Tag,Get Azure Firewall FQDN Tags,Microsoft.Network/azureFirewallFqdnTags/read,Gets Azure Firewall FQDN Tags,,False
Microsoft Network,Azure Firewall Log Definitions,Gets the logs for Azure Firewall,Microsoft.Network/azurefirewalls/providers/Microsoft.Insights/logDefinitions/read,Gets the events for Azure Firewall,system,False
Microsoft Network,Azure Firewall Nat Rule Collection,CreateOrUpdate Azure Firewall NatRuleCollection,Microsoft.Network/azureFirewalls/natRuleCollections/write,CreatesOrUpdates Azure Firewall NatRuleCollection,,False
Microsoft Network,Azure Firewall Nat Rule Collection,Delete Azure Firewall NatRuleCollection,Microsoft.Network/azureFirewalls/natRuleCollections/delete,Deletes Azure Firewall NatRuleCollection,,False
Microsoft Network,Azure Firewall Nat Rule Collection,Get Azure Firewall FQDN Tags,Microsoft.Network/azureFirewalls/natRuleCollections/read,Gets Azure Firewall NatRuleCollection,,False
Microsoft Network,Azure Firewall Network Rule Collection,CreateOrUpdate Azure Firewall NetworkRuleCollection,Microsoft.Network/azureFirewalls/networkRuleCollections/write,CreatesOrUpdates Azure Firewall NetworkRuleCollection,,False
Microsoft Network,Azure Firewall Network Rule Collection,Delete Azure Firewall NetworkRuleCollection,Microsoft.Network/azureFirewalls/networkRuleCollections/delete,Deletes Azure Firewall NetworkRuleCollection,,False
Microsoft Network,Azure Firewall Network Rule Collection,Get Azure Firewall FQDN Tags,Microsoft.Network/azureFirewalls/networkRuleCollections/read,Gets Azure Firewall NetworkRuleCollection,,False
Microsoft Network,Azure Firewall metric definition,Read Azure Firewall metric definitions,Microsoft.Network/azurefirewalls/providers/Microsoft.Insights/metricDefinitions/read,Gets the available metrics for Azure Firewall,system,False
Microsoft Network,Azure Network Manager Configuration Data,Gets Azure Network Manager Configuration,Microsoft.Network/locations/getAzureNetworkManagerConfiguration/action,Gets Azure Network Manager Configuration,system,False
Microsoft Network,Azure Network Manager Configuration Request,Set Azure Network Manager Configuration,Microsoft.Network/locations/setAzureNetworkManagerConfiguration/action,Sets Azure Network Manager Configuration,system,False
Microsoft Network,Azure Network Manager Configuration Request,Set Azure Network Manager Configuration Permission,Microsoft.Network/locations/setAzureNetworkManagerConfiguration/read,"Permission for calling Set Azure Network Manager Configuration operation. This read permission, not setAzureNetworkManagerConfiguration/action, is required to call Set Azure Network Manager Configuration.",system,False
Microsoft Network,Azure WebCategories,Classify Unknown WebCategory,Microsoft.Network/azureWebCategories/classifyUnknown/action,Classifies Unknown WebCategory,,False
Microsoft Network,Azure WebCategories,Get Azure WebCategories,Microsoft.Network/azureWebCategories/read,Gets Azure WebCategories,,False
Microsoft Network,Azure WebCategories,Get Miscategorization Status,Microsoft.Network/azureWebCategories/getMiscategorizationStatus/action,Gets Miscategorization Status,,False
Microsoft Network,Azure WebCategories,Look up WebCategory,Microsoft.Network/azureWebCategories/getwebcategory/action,Looks up WebCategory,,False
Microsoft Network,Azure WebCategories,Reclassify WebCategory,Microsoft.Network/azureWebCategories/reclassify/action,Reclassifies WebCategory,,False
Microsoft Network,AzureFirewallLearnedIPPrefixes,Gets IP prefixes learned by Azure Firewall to not perform SNAT,Microsoft.Network/azurefirewalls/learnedIPPrefixes/action,Gets IP prefixes learned by Azure Firewall to not perform SNAT,,False
Microsoft Network,Bare Metal Tenant,Allocate or validate a Bare Metal Tenant,Microsoft.Network/locations/bareMetalTenants/action,Allocates or validates a Bare Metal Tenant,,False
Microsoft Network,Bastion Host,Create or Update a Bastion Host,Microsoft.Network/bastionHosts/write,Create or Update a Bastion Host,,False
Microsoft Network,Bastion Host,Creates shareable urls for the VMs under a bastion and returns the urls,Microsoft.Network/bastionHosts/createShareableLinks/action,Creates shareable urls for the VMs under a bastion and returns the urls,,False
Microsoft Network,Bastion Host,Deletes a Bastion Host,Microsoft.Network/bastionHosts/delete,Deletes a Bastion Host,,False
Microsoft Network,Bastion Host,Deletes shareable urls for the provided VMs under a bastion,Microsoft.Network/bastionHosts/deleteShareableLinks/action,Deletes shareable urls for the provided VMs under a bastion,,False
Microsoft Network,Bastion Host,Deletes shareable urls for the provided tokens under a bastion,Microsoft.Network/bastionHosts/deleteShareableLinksByToken/action,Deletes shareable urls for the provided tokens under a bastion,,False
Microsoft Network,Bastion Host,Disconnect given Active Sessions in the Bastion Host,Microsoft.Network/bastionHosts/disconnectactivesessions/action,Disconnect given Active Sessions in the Bastion Host,,False
Microsoft Network,Bastion Host,Get Active Sessions in the Bastion Host,Microsoft.Network/bastionHosts/getactivesessions/action,Get Active Sessions in the Bastion Host,,False
Microsoft Network,Bastion Host,Get Bastion Host associated with the Virtual Network.,Microsoft.Network/virtualNetworks/BastionHosts/action,Gets Bastion Host refrences in a Virtual Network.,,False
Microsoft Network,Bastion Host,Get Bastion Host associated with the Virtual Network.,Microsoft.Network/virtualNetworks/bastionHosts/default/action,Gets Bastion Host refrences in a Virtual Network.,,False
Microsoft Network,Bastion Host,Gets SAS URL for BastionHost Session Recording Feature,Microsoft.Network/bastionHosts/getsessionrecordingsasurl/action,Gets SAS URL for BastionHost Session Recording Feature,,False
Microsoft Network,Bastion Host,Gets SAS URL for BastionHost Session Recording Feature,Microsoft.Network/bastionHosts/getsessionrecordingsasurl/read,Gets SAS URL for BastionHost Session Recording Feature,,False
Microsoft Network,Bastion Host,Gets a Bastion Host,Microsoft.Network/bastionHosts/read,Gets a Bastion Host,,False
Microsoft Network,Bastion Host,Read diagnostic setting,Microsoft.Network/bastionHosts/providers/Microsoft.Insights/diagnosticSettings/read,Gets the diagnostic setting for the resource,system,False
Microsoft Network,Bastion Host,Returns the shareable urls for the specified VMs in a Bastion subnet provided their urls are created,Microsoft.Network/bastionHosts/getShareableLinks/action,Returns the shareable urls for the specified VMs in a Bastion subnet provided their urls are created,,False
Microsoft Network,Bastion Host,Sets SAS URL for BastionHost Session Recording Feature,Microsoft.Network/bastionHosts/setsessionrecordingsasurl/action,Sets SAS URL for BastionHost Session Recording Feature,,False
Microsoft Network,Bastion Host,Sets SAS URL for BastionHost Session Recording Feature,Microsoft.Network/bastionHosts/setsessionrecordingsasurl/read,Sets SAS URL for BastionHost Session Recording Feature,,False
Microsoft Network,Bastion Host,Write diagnostic setting,Microsoft.Network/bastionHosts/providers/Microsoft.Insights/diagnosticSettings/write,Creates or updates the diagnostic setting for the resource,system,False
Microsoft Network,Bgp Service Community,Get Bgp Service Communities,Microsoft.Network/bgpServiceCommunities/read,Get Bgp Service Communities,,False
Microsoft Network,Check Private Link Service Visibility Response,Check Private Link Service Visibility,Microsoft.Network/locations/checkPrivateLinkServiceVisibility/action,Checks Private Link Service Visibility,,False
Microsoft Network,Commit Internal AzureNetworkManager Configuration,Commits Internal AzureNetworkManagerConfiguration,Microsoft.Network/locations/commitInternalAzureNetworkManagerConfiguration/action,Commits Internal AzureNetworkManager Configuration In ANM,system,False
Microsoft Network,Configuration Policy Group,Delete Configuration Policy Group,microsoft.network/vpnServerConfigurations/configurationPolicyGroups/delete,Deletes a Configuration Policy Group,,False
Microsoft Network,Configuration Policy Group,Get Configuration Policy Group,microsoft.network/vpnServerConfigurations/configurationPolicyGroups/read,Gets a Configuration Policy Group ,,False
Microsoft Network,Configuration Policy Group,Put Configuration Policy Group,microsoft.network/vpnServerConfigurations/configurationPolicyGroups/write,Puts a Configuration Policy Group,,False
Microsoft Network,Configuration Snapshot,Creates or Updates a Configuration Snapshot,Microsoft.Network/networkVerifiers/configurationSnapshots/write,Creates or Updates a Configuration Snapshot,,False
Microsoft Network,Configuration Snapshot,Deletes a Configuration Snapshot,Microsoft.Network/networkVerifiers/configurationSnapshots/delete,Deletes a Configuration Snapshot,,False
Microsoft Network,Configuration Snapshot,Gets a Configuration Snapshot,Microsoft.Network/networkVerifiers/configurationSnapshots/read,Gets a Configuration Snapshot,,False
Microsoft Network,Connection Analyzer,Create Connection Analyzer,Microsoft.Network/networkWatchers/connectionAnalyzers/write,Creates a Connection Analyzer,,False
Microsoft Network,Connection Analyzer,Delete Connection Analyzer,Microsoft.Network/networkWatchers/connectionAnalyzers/delete,Deletes a Connection Analyzer,,False
Microsoft Network,Connection Analyzer,Get Connection Analyzer,Microsoft.Network/networkWatchers/connectionAnalyzers/read,Get Connection Analyzer details,,False
Microsoft Network,Connection Analyzer,Query status of Connection Analyzer,Microsoft.Network/networkWatchers/connectionAnalyzers/queryStatus/action,Query status and details of Connection Analyzer,,False
Microsoft Network,Connection Monitor,Create Connection Monitor,Microsoft.Network/networkWatchers/connectionMonitors/write,Creates a Connection Monitor,,False
Microsoft Network,Connection Monitor,Delete Connection Monitor,Microsoft.Network/networkWatchers/connectionMonitors/delete,Deletes a Connection Monitor,,False
Microsoft Network,Connection Monitor,Get Connection Monitor,Microsoft.Network/networkWatchers/connectionMonitors/read,Get Connection Monitor details,,False
Microsoft Network,Connection Monitor,Query Connection Monitor,Microsoft.Network/networkWatchers/connectionMonitors/query/action,Query monitoring connectivity between specified endpoints,,False
Microsoft Network,Connection Monitor,Start Connection Monitor,Microsoft.Network/networkWatchers/connectionMonitors/start/action,Start monitoring connectivity between specified endpoints,,False
Microsoft Network,Connection Monitor,Stop Connection Monitor,Microsoft.Network/networkWatchers/connectionMonitors/stop/action,Stop/pause monitoring connectivity between specified endpoints,,False
Microsoft Network,Connection Monitor metric definitions,Read Connection Monitor metric definitions,Microsoft.Network/networkWatchers/connectionMonitors/providers/Microsoft.Insights/metricDefinitions/read,Gets the available metrics for Connection Monitor,system,False
Microsoft Network,ConnectionPolicy,Creates or Updates Connection Policy child resource of Virtual Hub,Microsoft.Network/virtualHubs/connectionPolicies/write,Creates or Updates Connection Policy child resource of Virtual Hub,,False
Microsoft Network,ConnectionPolicy,Deletes Connection Policy child resource of Virtual Hub,Microsoft.Network/virtualHubs/connectionPolicies/delete,Deletes Connection Policy child resource of Virtual Hub,,False
Microsoft Network,ConnectionPolicy,Gets Connection Policy child resource of Virtual Hub,Microsoft.Network/virtualHubs/connectionPolicies/read,Gets Connection Policy child resource of Virtual Hub,,False
Microsoft Network,Connections metric definitions,Gets the metric definitions for Connections,Microsoft.Network/connections/providers/Microsoft.Insights/metricDefinitions/read,Gets the metric definitions for Connections,system,False
Microsoft Network,Connectivity Configuration Snapshot,Get Connectivity Configuration Snapshot,Microsoft.Network/networkManagers/connectivityConfigurations/snapshots/read,Permission to get snapshots of a deployed connectivity configuration resource.,,False
Microsoft Network,Connectivity Regional Goal State,Get Connectivity Regional Goal State,Microsoft.Network/networkManagers/connectivityRegionalGoalStates/read,Permission to get the connectivity goal state in a given region for a network manager.,,False
Microsoft Network,ConnectivityConfiguration,Create Or Update Connectivity Configuration,Microsoft.Network/networkManagers/connectivityConfigurations/write,Create Or Update Connectivity Configuration,,False
Microsoft Network,ConnectivityConfiguration,Delete Connectivity Configuration,Microsoft.Network/networkManagers/connectivityConfigurations/delete,Delete Connectivity Configuration,,False
Microsoft Network,ConnectivityConfiguration,Get Connectivity Configuration,Microsoft.Network/networkManagers/connectivityConfigurations/read,Get Connectivity Configuration,,False
Microsoft Network,Contextual Service Endpoint Policies,Create or update ContextualServiceEndpointPolicy,Microsoft.Network/virtualNetworks/subnets/contextualServiceEndpointPolicies/write,Creates a Contextual Service Endpoint Policy or updates an existing Contextual Service Endpoint Policy,,False
Microsoft Network,Contextual Service Endpoint Policies,Delete Contextual Service Endpoint Policy,Microsoft.Network/virtualNetworks/subnets/contextualServiceEndpointPolicies/delete,Deletes A Contextual Service Endpoint Policy,,False
Microsoft Network,Contextual Service Endpoint Policies,Get Contextual Service Endpoint Policies,Microsoft.Network/virtualNetworks/subnets/contextualServiceEndpointPolicies/read,Gets Contextual Service Endpoint Policies,,False
Microsoft Network,Custom Ip Prefix,Creates or Updates a Custom Ip Prefix,Microsoft.Network/customIpPrefixes/write,Creates A Custom Ip Prefix Or Updates An Existing Custom Ip Prefix,,False
Microsoft Network,Custom Ip Prefix,Delete Custom Ip Prefix,Microsoft.Network/customIpPrefixes/delete,Deletes A Custom Ip Prefix,,False
Microsoft Network,Custom Ip Prefix,Get Custom Ip Prefix,Microsoft.Network/customIpPrefixes/read,Gets a Custom Ip Prefix Definition,,False
Microsoft Network,Custom Ip Prefix,Join CustomIPPrefix,Microsoft.Network/customIpPrefixes/join/action,Joins a CustomIpPrefix. Not alertable.,,False
Microsoft Network,DDoS Protection Plan,Creates a DDoS Protection Plan or updates an existing DDoS Protection Plan,Microsoft.Network/ddosProtectionPlans/write,Creates a DDoS Protection Plan or updates a DDoS Protection Plan ,,False
Microsoft Network,DDoS Protection Plan,Deletes a DDoS Protection Plan,Microsoft.Network/ddosProtectionPlans/delete,Deletes a DDoS Protection Plan,,False
Microsoft Network,DDoS Protection Plan,Gets a DDoS Protection Plan,Microsoft.Network/ddosProtectionPlans/read,Gets a DDoS Protection Plan,,False
Microsoft Network,DDoS Protection Plan,Join DDoS Protection Plan,Microsoft.Network/ddosProtectionPlans/join/action,Joins a DDoS Protection Plan. Not alertable.,,False
Microsoft Network,DDoS Protection Plan Proxy,Create or update DDoS Protection Plan Proxy,Microsoft.Network/ddosProtectionPlans/ddosProtectionPlanProxies/write,Creates a DDoS Protection Plan Proxy or updates and existing DDoS Protection Plan Proxy,system,False
Microsoft Network,DDoS Protection Plan Proxy,Delete DDoS Protection Plan Proxy,Microsoft.Network/ddosProtectionPlans/ddosProtectionPlanProxies/delete,Deletes a DDoS Protection Plan Proxy,system,False
Microsoft Network,DDoS Protection Plan Proxy,Get DDoS Protection Plan Proxy,Microsoft.Network/ddosProtectionPlans/ddosProtectionPlanProxies/read,Gets a DDoS Protection Plan Proxy definition,system,False
Microsoft Network,DDoS customized Policy,Create or Update a DDoS customized policy,Microsoft.Network/ddosCustomPolicies/write,Creates a DDoS customized policy or updates an existing DDoS customized policy,,False
Microsoft Network,DDoS customized Policy,Delete DDoS customized policy,Microsoft.Network/ddosCustomPolicies/delete,Deletes a DDoS customized policy,,False
Microsoft Network,DDoS customized Policy,Get DDoS customized policy,Microsoft.Network/ddosCustomPolicies/read,Gets a DDoS customized policy definition Definition,,False
Microsoft Network,DNS A record set,Create or update record set of type A,Microsoft.Network/dnszones/A/write,Create or update a record set of type ‘A’ within a DNS zone. The records specified will replace the current records in the record set.,,False
Microsoft Network,DNS A record set,Delete record set of type A,Microsoft.Network/dnszones/A/delete,Remove the record set of a given name and type ‘A’ from a DNS zone.,,False
Microsoft Network,DNS A record set,Get record set of type A,Microsoft.Network/dnszones/A/read,"Get the record set of type ‘A’, in JSON format. The record set contains a list of records as well as the TTL, tags, and etag.",,False
Microsoft Network,DNS AAAA record set,Create or update record set of type AAAA,Microsoft.Network/dnszones/AAAA/write,Create or update a record set of type ‘AAAA’ within a DNS zone. The records specified will replace the current records in the record set.,,False
Microsoft Network,DNS AAAA record set,Delete record set of type AAAA,Microsoft.Network/dnszones/AAAA/delete,Remove the record set of a given name and type ‘AAAA’ from a DNS zone.,,False
Microsoft Network,DNS AAAA record set,Get record set of type AAAA,Microsoft.Network/dnszones/AAAA/read,"Get the record set of type ‘AAAA’, in JSON format. The record set contains a list of records as well as the TTL, tags, and etag.",,False
Microsoft Network,DNS Alias of a Public Ip Address,Create or Update a Public Ip Address Dns Alias,Microsoft.Network/publicIPAddresses/dnsAliases/write,Creates a Public Ip Address Dns Alias resource,system,False
Microsoft Network,DNS Alias of a Public Ip Address,Deletes a Public Ip Address Dns Alias,Microsoft.Network/publicIPAddresses/dnsAliases/delete,Deletes a Public Ip Address Dns Alias resource,system,False
Microsoft Network,DNS Alias of a Public Ip Address,Gets a Public Ip Address DNS Alias resource,Microsoft.Network/publicIPAddresses/dnsAliases/read,Gets a Public Ip Address Dns Alias resource,system,False
Microsoft Network,DNS CAA record set,Create or update record set of type CAA,Microsoft.Network/dnszones/CAA/write,Create or update a record set of type ‘CAA’ within a DNS zone. The records specified will replace the current records in the record set.,,False
